contest,caption,model,has_question_mark,ends_with_punctuation,caption_length,funny_votes,unfunny_votes,votes,category,source
888,Gesundheit!,Human,False,True,11,600,1775,3154,Top 5 Funny,human
888,I don't think you are in the placebo group.,Human,False,True,43,409,1442,2420,Top 5 Unfunny,human
888,Gesundheit!,Human,False,True,11,600,1775,3154,Top 5 Unfunny,human
888,This prickly heat is a killer.,Human,False,True,30,348,1213,1820,Top 5 Funny,human
888,It’s called cactile dysfunction. It can happen to any of us,Human,False,False,59,348,1105,1876,Top 5 Funny,human
888,"Now that you're spineless,you can run as a Republican for the US Senate.",Human,False,True,72,369,1279,1929,Top 5 Funny,human
888,This prickly heat is a killer.,Human,False,True,30,348,1213,1820,Top 5 Unfunny,human
888,"Now that you're spineless, you should consider running for public office.",Human,False,True,73,308,1173,1830,Top 5 Unfunny,human
888,I don't think you are in the placebo group.,Human,False,True,43,409,1442,2420,Top 5 Funny,human
889,You took us out of school for this?,Human,True,True,35,629,1307,2681,Top 5 Funny,human
889,This must be your first flood.,Human,False,True,30,624,1502,3131,Top 5 Funny,human
889,Being on cedar planks makes us really uncomfortable.,Human,False,True,52,599,1289,2592,Top 5 Funny,human
889,"Wait, there’s a flood coming, and you want us to get IN the boat?",Human,True,True,65,643,1736,2943,Top 5 Unfunny,human
889,This must be your first flood.,Human,False,True,30,624,1502,3131,Top 5 Unfunny,human
889,"Wait, there’s a flood coming, and you want us to get IN the boat?",Human,True,True,65,643,1736,2943,Top 5 Funny,human
889,You say ‘flood’ like it’s a bad thing.,Human,False,True,38,1263,2646,5633,Top 5 Funny,human
889,You say ‘flood’ like it’s a bad thing.,Human,False,True,38,1263,2646,5633,Top 5 Unfunny,human
889,You took us out of school for this?,Human,True,True,35,629,1307,2681,Top 5 Unfunny,human
889,Being on cedar planks makes us really uncomfortable.,Human,False,True,52,599,1289,2592,Top 5 Unfunny,human
890,You're being nebulous again.,Human,False,True,28,731,1807,3422,Top 5 Funny,human
890,You could have mentioned that those photos were from 13 billion years ago.,Human,False,True,74,828,1622,3426,Top 5 Funny,human
890,"Then, of course, there's the age difference.",Human,False,True,44,676,1305,2873,Top 5 Funny,human
890,Of course I’ve been seeing other galaxies—I’m an astronomer.,Human,False,True,60,598,1411,2936,Top 5 Funny,human
890,This restaurant has only 5 stars,Human,False,False,32,584,1431,2842,Top 5 Funny,human
890,You're being nebulous again.,Human,False,True,28,731,1807,3422,Top 5 Unfunny,human
890,You could have mentioned that those photos were from 13 billion years ago.,Human,False,True,74,828,1622,3426,Top 5 Unfunny,human
890,This restaurant has only 5 stars,Human,False,False,32,584,1431,2842,Top 5 Unfunny,human
890,Of course I’ve been seeing other galaxies—I’m an astronomer.,Human,False,True,60,598,1411,2936,Top 5 Unfunny,human
890,I don’t care if you travelled at the speed of light.  You’re still late.,Human,False,True,72,581,1384,2837,Top 5 Unfunny,human
891,HR is concerned about your crotch-grabbing.,Human,False,True,43,1341,3396,6042,Top 5 Funny,human
891,We’re looking for someone with more experience in the field.,Human,False,True,60,772,2382,4568,Top 5 Unfunny,human
891,We’re looking for someone with more experience in the field.,Human,False,True,60,772,2382,4568,Top 5 Funny,human
891,There's been a complaint about pine tar on the microwave.,Human,False,True,57,712,2552,4297,Top 5 Funny,human
891,"Sorry, only the catcher works from home.",Human,False,True,40,685,1406,2896,Top 5 Funny,human
891,Can you explain why your last employer said you were caught stealing?,Human,True,True,69,654,1548,3072,Top 5 Funny,human
891,HR is concerned about your crotch-grabbing.,Human,False,True,43,1341,3396,6042,Top 5 Unfunny,human
891,There's been a complaint about pine tar on the microwave.,Human,False,True,57,712,2552,4297,Top 5 Unfunny,human
891,You've broken another window.,Human,False,True,29,451,1803,2958,Top 5 Unfunny,human
891,Can you work an extra inning this weekend?,Human,True,True,42,563,1773,3371,Top 5 Unfunny,human
892,You don't scare me.  It's a presidential election year.,Human,False,True,55,563,1535,2834,Top 5 Unfunny,human
892,"And the comet missed the earth, and all the dinosaurs lived happily ever after.",Human,False,True,79,811,1604,3462,Top 5 Funny,human
892,"Yes, it's called Thesaurus, but you're not related.",Human,False,True,51,775,1417,3050,Top 5 Funny,human
892,Go back to sleep. There's no little boy hiding under your bed.,Human,False,True,62,570,1447,2889,Top 5 Funny,human
892,"Nope, still not as scary as Trump.",Human,False,True,34,490,1529,2679,Top 5 Unfunny,human
892,"Helen? Did you feed Cuddles, yet.? . . . Helen?",Human,True,True,47,552,1607,3052,Top 5 Funny,human
892,"Helen? Did you feed Cuddles, yet.? . . . Helen?",Human,True,True,47,552,1607,3052,Top 5 Unfunny,human
892,We can stop here if it’s getting too scary.,Human,False,True,43,424,1518,2896,Top 5 Unfunny,human
892,"And the comet missed the earth, and all the dinosaurs lived happily ever after.",Human,False,True,79,811,1604,3462,Top 5 Unfunny,human
892,You don't scare me.  It's a presidential election year.,Human,False,True,55,563,1535,2834,Top 5 Funny,human
893,I've found you a high rise in your price range.,Human,False,True,47,1034,3034,5916,Top 5 Unfunny,human
893,The owner moved back in with his parents.,Human,False,True,41,1323,3045,6511,Top 5 Unfunny,human
893,"In your price range, it's either this or the bouncy house.",Human,False,True,58,1215,3295,6494,Top 5 Unfunny,human
893,The other prospective buyer fell through.,Human,False,True,41,1652,3485,7326,Top 5 Unfunny,human
893,The current owner is very motivated to sell before his parents get home.,Human,False,True,72,2031,4523,9235,Top 5 Unfunny,human
893,The owner moved back in with his parents.,Human,False,True,41,1323,3045,6511,Top 5 Funny,human
893,The seller isn't willing to come down.,Human,False,True,38,1391,2624,5970,Top 5 Funny,human
893,"According to the Trump organization, it's 30,000 square feet.",Human,False,True,61,1566,2827,5668,Top 5 Funny,human
893,The other prospective buyer fell through.,Human,False,True,41,1652,3485,7326,Top 5 Funny,human
893,The current owner is very motivated to sell before his parents get home.,Human,False,True,72,2031,4523,9235,Top 5 Funny,human
894,"You throw a pie, it’s a joke. You throw paint, it’s art.",Human,False,True,56,598,1810,3257,Top 5 Unfunny,human
894,That’s how you paint a face.,Human,False,True,28,471,1956,3385,Top 5 Unfunny,human
894,I don't know whether to laugh or cry.,Human,False,True,37,488,1728,2767,Top 5 Unfunny,human
894,That’s how you paint a face.,Human,False,True,28,471,1956,3385,Top 5 Funny,human
894,I don't know whether to laugh or cry.,Human,False,True,37,488,1728,2767,Top 5 Funny,human
894,I think it could use more balloons.,Human,False,True,35,490,1742,2794,Top 5 Funny,human
894,It’s like a New Yorker cartoon. You have to pretend to get it.,Human,False,True,62,619,1605,2911,Top 5 Funny,human
894,"You throw a pie, it’s a joke. You throw paint, it’s art.",Human,False,True,56,598,1810,3257,Top 5 Funny,human
894,It’s like a New Yorker cartoon. You have to pretend to get it.,Human,False,True,62,619,1605,2911,Top 5 Unfunny,human
894,I think it could use more balloons.,Human,False,True,35,490,1742,2794,Top 5 Unfunny,human
895,"To Bed, Bath, and Beyond!",Human,False,True,25,511,1640,2975,Top 5 Unfunny,human
895,"What do they mean ""Space for Rent""?",Human,True,True,35,701,2132,3736,Top 5 Funny,human
895,Do you think death rays would be considered electronics or sporting goods?,Human,True,True,74,694,2170,4014,Top 5 Funny,human
895,"If they know where we are, then they’re more advanced than we thought.",Human,False,True,70,523,1935,3303,Top 5 Funny,human
895,"To Bed, Bath, and Beyond!",Human,False,True,25,511,1640,2975,Top 5 Funny,human
895,What happened to Radio Shack? Now we'll never get home.,Human,True,True,55,460,1569,2648,Top 5 Funny,human
895,"What do they mean ""Space for Rent""?",Human,True,True,35,701,2132,3736,Top 5 Unfunny,human
895,"If they know where we are, then they’re more advanced than we thought.",Human,False,True,70,523,1935,3303,Top 5 Unfunny,human
895,What happened to Radio Shack? Now we'll never get home.,Human,True,True,55,460,1569,2648,Top 5 Unfunny,human
895,Do you think death rays would be considered electronics or sporting goods?,Human,True,True,74,694,2170,4014,Top 5 Unfunny,human
807_Dashboard,"""Turns out, our maze is so hard, even the cheese applied for early retirement.""",ChatGPT (gpt-4o),,,79,,,,,chatgpt
689_Dashboard,"""I'm afraid the DMV doesn't recognize 'valor and chivalry' as valid forms of insurance.""",ChatGPT (gpt-4o),,,88,,,,,chatgpt
538_Dashboard,"""As a tailor, Mr. Johnson learned the hard way that some projects simply required a mouse-click escape route.""",ChatGPT (gpt-4o),,,110,,,,,chatgpt
634_Dashboard,“This is why I never book the 'Scenic Pyramid View' on Expedia.”,ChatGPT (gpt-4o),,,64,,,,,chatgpt
764_Dashboard,"""And there, at the summit, lays the elusive Zenfish—sought by monks and aquarium enthusiasts alike.""",ChatGPT (gpt-4o),,,100,,,,,chatgpt
585_Dashboard,"""First wish granted: an endless supply of toast. Next?""",ChatGPT (gpt-4o),,,55,,,,,chatgpt
623_Dashboard,"""I'm telling you, officer, he thought 'dog park' and 'kite park' were the same thing.""",ChatGPT (gpt-4o),,,86,,,,,chatgpt
773_Dashboard,"""Darling, I think we've finally discovered where all the water in the apartment is going.""",ChatGPT (gpt-4o),,,90,,,,,chatgpt
592_Dashboard,"""Sure, they can type — but wait until you see their PowerPoint presentations.""",ChatGPT (gpt-4o),,,78,,,,,chatgpt
810_Dashboard,"""I don't know, man, the elephant in the room doesn't seem all that metaphorical.""",ChatGPT (gpt-4o),,,81,,,,,chatgpt
883_Dashboard,"""Do you think he knows it's live?""",ChatGPT (gpt-4o),,,34,,,,,chatgpt
829_Dashboard,"""Another detour sign targeted at us, Gary. They just want us to keep off the road!""",ChatGPT (gpt-4o),,,83,,,,,chatgpt
516_Dashboard,"""Remember when we used to imagine flying cars? Now we just hope for a working Wi-Fi signal.""",ChatGPT (gpt-4o),,,92,,,,,chatgpt
894_Dashboard,"""It's a bold piece, but I feel it lacks the emotional range of a well-timed pie to the face.""",ChatGPT (gpt-4o),,,93,,,,,chatgpt
814_Dashboard,"""Of course I’ll hold... you know the connections here in Siberia are always tangled.""",ChatGPT (gpt-4o),,,85,,,,,chatgpt
777_Dashboard,"""Does it come with a user manual or do I just wing it?""",ChatGPT (gpt-4o),,,55,,,,,chatgpt
627_Dashboard,"""Apparently, the rooftop seating comes with a tangible sense of impending doom.""",ChatGPT (gpt-4o),,,80,,,,,chatgpt
596_Dashboard,"""Don't worry, the hangover's not the only thing that's going to kill you.""",ChatGPT (gpt-4o),,,74,,,,,chatgpt
760_Dashboard,"""When you said you wanted the restaurant to feel like home, I didn't realize you meant *our* home.""",ChatGPT (gpt-4o),,,99,,,,,chatgpt
630_Dashboard,"""Well, it's cheaper than renting surfboards.""",ChatGPT (gpt-4o),,,45,,,,,chatgpt
581_Dashboard,"""Good try, Moses, but I said TEN commandments, not a top ten list.""",ChatGPT (gpt-4o),,,67,,,,,chatgpt
803_Dashboard,"""Great gas mileage, zero emissions, and, if you squint, it kind of looks like a Tesla.""",ChatGPT (gpt-4o),,,87,,,,,chatgpt
890_Dashboard,"""Great, another dinner where you don't let me get a word in edgewise.""",ChatGPT (gpt-4o),,,70,,,,,chatgpt
512_Dashboard,"""Yes, Larry, that mat has truly seen the glory days of our living room. Now how about we find something a little less… historical?""",ChatGPT (gpt-4o),,,131,,,,,chatgpt
887_Dashboard,"""I'll grant you three wishes, but fair warning: every spreadsheet error is on you.""",ChatGPT (gpt-4o),,,83,,,,,chatgpt
759_Dashboard,"""I'm telling you, Carl, it's an avant-garde performance piece.""",ChatGPT (gpt-4o),,,63,,,,,chatgpt
609_Dashboard,"""Don't look now, but our lunch has arrived.""",ChatGPT (gpt-4o),,,44,,,,,chatgpt
860_Dashboard,"""Honestly, Jerry, I blame gentrification.""",ChatGPT (gpt-4o),,,42,,,,,chatgpt
703_Dashboard,"“Ma’am, we have a strict policy: all emotional support animals must remain outside.”",ChatGPT (gpt-4o),,,84,,,,,chatgpt
653_Dashboard,"""Don't worry, he's a vegan — only drinks Bloody Mary's.""",ChatGPT (gpt-4o),,,56,,,,,chatgpt
714_Dashboard,"""Maybe next time we should invest in a ball of yarn.""",ChatGPT (gpt-4o),,,53,,,,,chatgpt
644_Dashboard,"""Yes, it's slightly tilted, but on the plus side, it's always ski season.""",ChatGPT (gpt-4o),,,74,,,,,chatgpt
548_Dashboard,"""License and registration—and, oh yes, your intergalactic passport, please.""",ChatGPT (gpt-4o),,,76,,,,,chatgpt
877_Dashboard,"""When Susan joined the new group chat, she realized she might need to work on her emoji game.""",ChatGPT (gpt-4o),,,94,,,,,chatgpt
566_Dashboard,"""It's not the parrot that bothers me—it's the emotional support script.""",ChatGPT (gpt-4o),,,72,,,,,chatgpt
859_Dashboard,"""Wait, you mean to tell me this isn't Sudoku?""",ChatGPT (gpt-4o),,,46,,,,,chatgpt
787_Dashboard,"""Did you really think the Paleo diet was just about what we eat?""",ChatGPT (gpt-4o),,,65,,,,,chatgpt
571_Dashboard,"""After the yacht club's lunch, the tip was surprisingly generous.""",ChatGPT (gpt-4o),,,66,,,,,chatgpt
790_Dashboard,"""The GPS just said 'Turn left in 50 feet for the fun to begin!'""",ChatGPT (gpt-4o),,,64,,,,,chatgpt
873_Dashboard,"""Well, Mr. Potato Head, it looks like you're mashed in the head and will need some serious peeling to get to the root of the problem.""",ChatGPT (gpt-4o),,,134,,,,,chatgpt
640_Dashboard,"""Jerry was always good at thinking outside the (litter) box.""",ChatGPT (gpt-4o),,,61,,,,,chatgpt
710_Dashboard,"""Get your binoculars — It's the rare and elusive Nesting Bob Dylan Bird.""",ChatGPT (gpt-4o),,,73,,,,,chatgpt
657_Dashboard,"""His work-from-home attire is a balance between cabin fever and staying 'current' on events.""",ChatGPT (gpt-4o),,,93,,,,,chatgpt
707_Dashboard,"""I swear, if that’s another Earth infomercial package, I am canceling our cable!""",ChatGPT (gpt-4o),,,81,,,,,chatgpt
864_Dashboard,"""And the award for 'Worst Scheduling Error' goes to...""",ChatGPT (gpt-4o),,,55,,,,,chatgpt
679_Dashboard,"""Sir Lancelot, I hereby decree that from this day forth, we shall be known as the Knights Who Say... 'Ouch'""",ChatGPT (gpt-4o),,,108,,,,,chatgpt
729_Dashboard,"""Why yes, Sir Nigel, this is the most noble spot to avoid the in-laws.""",ChatGPT (gpt-4o),,,71,,,,,chatgpt
575_Dashboard,"""While the merger was unorthodox, integrating the Viking division and the accounting team proved surprisingly effective.""",ChatGPT (gpt-4o),,,121,,,,,chatgpt
794_Dashboard,"""And just like that, our family vacation turned into a corporate takeover.""",ChatGPT (gpt-4o),,,75,,,,,chatgpt
562_Dashboard,"""Okay, but if you're here, who's in the conference call?""",ChatGPT (gpt-4o),,,57,,,,,chatgpt
783_Dashboard,"""I'm telling you, Doc, every time I close my eyes, I see butter.""",ChatGPT (gpt-4o),,,65,,,,,chatgpt
874_Dashboard,"""Of course we're from another planet. This is the only place in the universe where you can get free leaves.""",ChatGPT (gpt-4o),,,108,,,,,chatgpt
717_Dashboard,"""And this is why we don't have a basement.""",ChatGPT (gpt-4o),,,43,,,,,chatgpt
647_Dashboard,"""Dry cleaners closed, so I thought I'd air dry.""",ChatGPT (gpt-4o),,,48,,,,,chatgpt
700_Dashboard,"""Do the pills come in carrot flavor?""",ChatGPT (gpt-4o),,,37,,,,,chatgpt
650_Dashboard,"""Yes, Jerry, I see you’ve brought the proverbial elephant in the room to therapy.""",ChatGPT (gpt-4o),,,82,,,,,chatgpt
863_Dashboard,"""Well, Mr. Stickman, your resume looks a bit thin, but I hear you're great under pressure.""",ChatGPT (gpt-4o),,,91,,,,,chatgpt
572_Dashboard,"""Hey Carol, see anything about a heated dome on Airbnb?""",ChatGPT (gpt-4o),,,56,,,,,chatgpt
793_Dashboard,"""Do you accept payment in hibernation naps or just Salmon Pay?""",ChatGPT (gpt-4o),,,63,,,,,chatgpt
565_Dashboard,"""Well, it looks like your chart is lit… literally.""",ChatGPT (gpt-4o),,,51,,,,,chatgpt
784_Dashboard,"""Yes, Mr. Wiggins, we *all* read Hemingway in college.""",ChatGPT (gpt-4o),,,55,,,,,chatgpt
739_Dashboard,"""He's upset because Max just got promoted to 'First Born'.""",ChatGPT (gpt-4o),,,59,,,,,chatgpt
669_Dashboard,"""You may laugh now, but just wait until he's hosting Late Night at the age of 10.""",ChatGPT (gpt-4o),,,82,,,,,chatgpt
558_Dashboard,"""Okay, Google, order 3,000 pacifiers and a one-way ticket to Grandma's.""",ChatGPT (gpt-4o),,,72,,,,,chatgpt
867_Dashboard,"""I decided to branch out into the corporate world, but now I’m just pining for my old forest job.""",ChatGPT (gpt-4o),,,98,,,,,chatgpt
654_Dashboard,"""I asked for the soup of the day, but I didn't expect today's special to be a tornado.""",ChatGPT (gpt-4o),,,87,,,,,chatgpt
704_Dashboard,"""Welcome to the new 'Stress Management' elevator, where you float through your problems on the way to the top.""",ChatGPT (gpt-4o),,,111,,,,,chatgpt
643_Dashboard,"""The critics warned him his performance would be a knockout—guess he took it literally.""",ChatGPT (gpt-4o),,,88,,,,,chatgpt
713_Dashboard,"""Sir, I’d recommend changing the spark plugs and reconsidering your entire career path.""",ChatGPT (gpt-4o),,,88,,,,,chatgpt
870_Dashboard,"""It's never too early to start preparing them for student loans.""",ChatGPT (gpt-4o),,,65,,,,,chatgpt
561_Dashboard,"""Jerry, I told you we were getting two separate cones. This is not what I meant by a 'team-building exercise.'""",ChatGPT (gpt-4o),,,111,,,,,chatgpt
780_Dashboard,"""That's Steve from accounting. He’s been outsourcing his tasks to quicksand.""",ChatGPT (gpt-4o),,,77,,,,,chatgpt
576_Dashboard,"""Well, Charles, if you'd just asked for directions, we wouldn't be in this mess!""",ChatGPT (gpt-4o),,,81,,,,,chatgpt
797_Dashboard,"""Look Steve, if you're going to insist on 'armoring up' for performance reviews, we're going to need a bigger office.""",ChatGPT (gpt-4o),,,118,,,,,chatgpt
849_Dashboard,"""I'm not sure, Greg. Does this make me look like I'm only here for the 401(k)?""",ChatGPT (gpt-4o),,,79,,,,,chatgpt
813_Dashboard,"""Later, when asked about Napoleon's first horse, the historian added, 'Technically, it cost 50 cents and was located next to the grocery store.'""",ChatGPT (gpt-4o),,,145,,,,,chatgpt
620_Dashboard,"""Sure, it's the apocalypse, but at least Gabriel finally found a use for his blindfold.""",ChatGPT (gpt-4o),,,88,,,,,chatgpt
770_Dashboard,"""He swore there was Wi-Fi at the summit.""",ChatGPT (gpt-4o),,,41,,,,,chatgpt
591_Dashboard,"""Sure, Dr. Hale, but when you said a deep, immersive therapy session, I didn't think you meant it literally.""",ChatGPT (gpt-4o),,,109,,,,,chatgpt
637_Dashboard,"""Stanley, this isn't a stage. Stop raking like you're in a Broadway musical and just get the yard cleaned up.""",ChatGPT (gpt-4o),,,110,,,,,chatgpt
767_Dashboard,"""Sure, Karen, you can have the last breadstick.""",ChatGPT (gpt-4o),,,48,,,,,chatgpt
586_Dashboard,"""Turns out, the Dyson 8000 is also great at finding your lost dignity.""",ChatGPT (gpt-4o),,,71,,,,,chatgpt
804_Dashboard,"""Maybe we should talk about why 'Take Your Pet to Work Day' isn't catching on, Bob.""",ChatGPT (gpt-4o),,,84,,,,,chatgpt
619_Dashboard,"""Well, I guess this means the promotion isn't happening.""",ChatGPT (gpt-4o),,,57,,,,,chatgpt
749_Dashboard,"""In the age of social media, even rabbits have Instagram accounts.""",ChatGPT (gpt-4o),,,67,,,,,chatgpt
515_Dashboard,"""Steve, we really need to stop thinking outside the box for our summer vacation plans.""",ChatGPT (gpt-4o),,,87,,,,,chatgpt
880_Dashboard,"""I don’t fear commitment, doctor. I just have severe clock-a-phobia.""",ChatGPT (gpt-4o),,,69,,,,,chatgpt
800_Dashboard,"""We signed him for his invisibility, but it turns out the guy's just really good at hiding.""",ChatGPT (gpt-4o),,,92,,,,,chatgpt
763_Dashboard,"""Listen, Frank, I'm not saying it isn't efficient, I'm just saying it might be a bit much for a quick run to the grocery store.""",ChatGPT (gpt-4o),,,128,,,,,chatgpt
633_Dashboard,"""Welcome to the quarterly board meeting. Remember, no sliding into conclusions without everyone's input.""",ChatGPT (gpt-4o),,,105,,,,,chatgpt
582_Dashboard,"""Steve regretted suggesting the tandem bike long before they hit the hill.""",ChatGPT (gpt-4o),,,75,,,,,chatgpt
774_Dashboard,"""Honestly, Brenda, ever since you started reading historical fiction, it's been nothing but surprise visits.""",ChatGPT (gpt-4o),,,109,,,,,chatgpt
624_Dashboard,"""Honestly, Larry, if you forgot our anniversary again... who’s the real zombie here?""",ChatGPT (gpt-4o),,,85,,,,,chatgpt
595_Dashboard,"""Well, we can't all rely on seasonal work, Janet.""",ChatGPT (gpt-4o),,,50,,,,,chatgpt
699_Dashboard,"""In my professional opinion, your procrastination seems to be hitting new heights.""",ChatGPT (gpt-4o),,,83,,,,,chatgpt
817_Dashboard,"""Well Gary, you did say you wanted a room with a better view of the night sky.""",ChatGPT (gpt-4o),,,79,,,,,chatgpt
528_Dashboard,"""Johnson, you were in charge of ordering the new conference table, weren't you?""",ChatGPT (gpt-4o),,,80,,,,,chatgpt
884_Dashboard,"""Well, Gerald, if you wanted to discuss the peanut in the room, you could’ve just asked.""",ChatGPT (gpt-4o),,,89,,,,,chatgpt
839_Dashboard,"""Look, Gabriel, I don't care how you do it—just make sure Earth pockets last.""",ChatGPT (gpt-4o),,,78,,,,,chatgpt
511_Dashboard,"""Frank promptly regretted asking Timmy for a 'shovel of encouragement.'""",ChatGPT (gpt-4o),,,72,,,,,chatgpt
893_Dashboard,"""Now this one comes with complimentary squirrels and a premium leaf view.""",ChatGPT (gpt-4o),,,74,,,,,chatgpt
522_Dashboard,"""If he asks for your Wi-Fi password, just lie and say it's complicated.""",ChatGPT (gpt-4o),,,72,,,,,chatgpt
693_Dashboard,"""And that, Dr. Johnson, is the third rat this month to complete the maze in under 10 seconds. I think we're going to need a tougher maze.""",ChatGPT (gpt-4o),,,138,,,,,chatgpt
588_Dashboard,"""I'm telling you, Martha, this new workout regime really elevates your senses.""",ChatGPT (gpt-4o),,,79,,,,,chatgpt
639_Dashboard,"""Honestly, Rapunzel, I thought about a ladder, but this felt more personal.""",ChatGPT (gpt-4o),,,76,,,,,chatgpt
769_Dashboard,"""Of course he's in charge of the self-help section. He's the most disarming one here.""",ChatGPT (gpt-4o),,,86,,,,,chatgpt
535_Dashboard,"""Next time, we'll take separate cars. I told you whale-watching wasn't a spectator sport.""",ChatGPT (gpt-4o),,,90,,,,,chatgpt
684_Dashboard,"""And that, everyone, is how Bob from HR suggests we tackle interdepartmental communication.""",ChatGPT (gpt-4o),,,92,,,,,chatgpt
617_Dashboard,"""Welcome to Hell. Please enjoy our uninterrupted 24/7 news coverage.""",ChatGPT (gpt-4o),,,69,,,,,chatgpt
747_Dashboard,"""Well, there goes the neighborhood watch committee’s newest ‘stay alert' initiative.""",ChatGPT (gpt-4o),,,85,,,,,chatgpt
824_Dashboard,"""Listen, Carl, if you want to blend in around here, you need a bit more zig and a lot more zag.""",ChatGPT (gpt-4o),,,96,,,,,chatgpt
833_Dashboard,"""Relax, Mr. Johnson. This is just how we review patient feedback.""",ChatGPT (gpt-4o),,,66,,,,,chatgpt
600_Dashboard,"""Well, I guess we'll have to reclassify Earth as the planet of the soggy tennis balls.""",ChatGPT (gpt-4o),,,87,,,,,chatgpt
750_Dashboard,"""We really need to talk to the shepherd about boundaries.""",ChatGPT (gpt-4o),,,58,,,,,chatgpt
531_Dashboard,"""Of course I’m sitting down. This is what happens when we binge-watch ‘Planet Earth.'""",ChatGPT (gpt-4o),,,86,,,,,chatgpt
680_Dashboard,"""I'm really sorry, but our dress code does state 'no swimwear'.""",ChatGPT (gpt-4o),,,64,,,,,chatgpt
526_Dashboard,"""Turns out, a bigger Wi-Fi halo doesn't improve the heavenly connection.""",ChatGPT (gpt-4o),,,73,,,,,chatgpt
697_Dashboard,"""Next stop: International Talk Like a Pirate Day headquarters.""",ChatGPT (gpt-4o),,,63,,,,,chatgpt
819_Dashboard,"""I've reviewed your life, and I must say, those pants alone have earned you a second chance.""",ChatGPT (gpt-4o),,,93,,,,,chatgpt
754_Dashboard,"""We really need to stop outsourcing our poles to Escher Enterprises.""",ChatGPT (gpt-4o),,,69,,,,,chatgpt
604_Dashboard,"""I call this piece 'Abstract Mammoth.' The challenge was capturing your essence without getting trampled.""",ChatGPT (gpt-4o),,,106,,,,,chatgpt
837_Dashboard,"""It's elementary, Watson. The answer to 42 across is clearly 'banal.'""",ChatGPT (gpt-4o),,,70,,,,,chatgpt
820_Dashboard,"""Inkblot, you really need to stop projecting.""",ChatGPT (gpt-4o),,,46,,,,,chatgpt
743_Dashboard,"""I'm telling you, Susan, this is how you assert dominance in an HOA meeting.""",ChatGPT (gpt-4o),,,77,,,,,chatgpt
613_Dashboard,"""You have the right to remain silent, but I recommend you tell him how you made the giraffe.""",ChatGPT (gpt-4o),,,93,,,,,chatgpt
545_Dashboard,"""Alright everyone, let's try to get through the agenda before the new CEO needs watering.""",ChatGPT (gpt-4o),,,90,,,,,chatgpt
719_Dashboard,"""Yes, the rent is steep, but you'll never have to hear 'Laundry Day' as an excuse again.""",ChatGPT (gpt-4o),,,89,,,,,chatgpt
649_Dashboard,"""Honestly, I’d take the train noise over the neighbors’ conspiracy theories any day.""",ChatGPT (gpt-4o),,,85,,,,,chatgpt
552_Dashboard,"""Well, the brochure never mentioned the seasonal dry spell.""",ChatGPT (gpt-4o),,,60,,,,,chatgpt
720_Dashboard,"""I mean, sure, Greg, but is pushing a boulder really a 'growth industry'?""",ChatGPT (gpt-4o),,,74,,,,,chatgpt
670_Dashboard,"""So, are you drafting or jousting?""",ChatGPT (gpt-4o),,,35,,,,,chatgpt
843_Dashboard,"""Remember, Sheila, it’s just like that team-building trust fall exercise — but with more quicksand and fewer HR forms.""",ChatGPT (gpt-4o),,,119,,,,,chatgpt
854_Dashboard,"""Frank's hybrid approach to combining work and leisure hit a snag when he realized his laptop wasn't waterproof.""",ChatGPT (gpt-4o),,,113,,,,,chatgpt
737_Dashboard,"""Sure, Jack, you grew the beanstalk, but your cloud-presentation game is seriously lacking.""",ChatGPT (gpt-4o),,,92,,,,,chatgpt
667_Dashboard,"""Okay, step one: Evict the humans.""",ChatGPT (gpt-4o),,,35,,,,,chatgpt
869_Dashboard,"""Actually, it's pronounced 'Lou-FISH-ee'.""",ChatGPT (gpt-4o),,,42,,,,,chatgpt
556_Dashboard,"""While I admire your commitment to multitasking, Jim, maybe let's switch 'Dinner Mode' off Carpool Karaoke?""",ChatGPT (gpt-4o),,,108,,,,,chatgpt
541_Dashboard,"""I'm sorry, but do you have an appointment? We’re booked solid until 2073.""",ChatGPT (gpt-4o),,,75,,,,,chatgpt
663_Dashboard,"""Next time, I'm ordering from the 'Dinner for Two' menu instead.""",ChatGPT (gpt-4o),,,65,,,,,chatgpt
733_Dashboard,"""I don't care what your legal strategy is, Gerald. Tell your clients to stop using the term 'mutton.' """,ChatGPT (gpt-4o),,,103,,,,,chatgpt
850_Dashboard,"""Fine, I'll admit it — death metal wasn't exactly what I had in mind for 'easy listening'.""",ChatGPT (gpt-4o),,,91,,,,,chatgpt
799_Dashboard,"""I warned you, Steve. If we're breaking out the Merlot, I won't be the only one coughing up furballs tomorrow.""",ChatGPT (gpt-4o),,,111,,,,,chatgpt
847_Dashboard,"“At first I thought he was quirky, but turns out he's just a regular at inflatable tube man conventions.”",ChatGPT (gpt-4o),,,105,,,,,chatgpt
578_Dashboard,"""So, are they here for the pizza or to critique your choice of wine?""",ChatGPT (gpt-4o),,,69,,,,,chatgpt
674_Dashboard,"""Great, Baxter. You've scared away *another* Hulk.""",ChatGPT (gpt-4o),,,51,,,,,chatgpt
724_Dashboard,"""Yeah, it's a good read, but the ending really drags.""",ChatGPT (gpt-4o),,,54,,,,,chatgpt
551_Dashboard,"""You know you're in trouble when even Poseidon forgot the sunscreen.""",ChatGPT (gpt-4o),,,69,,,,,chatgpt
879_Dashboard,"""Technically, he's still falling.""",ChatGPT (gpt-4o),,,34,,,,,chatgpt
